rank,club,rating,link,class,season,gender,websource
76,Team 91 Carolina 2024,92.35,,2024,2023,boys,insidelacrosse
77,True National 2024 White,92.34,,2024,2023,boys,insidelacrosse
78,3D Colorado 2024 AA Red,92.33,,2024,2023,boys,insidelacrosse
79,VLC 2024 Dico,92.3,,2024,2023,boys,insidelacrosse
80,Headlines 2024 Navy,92.27,,2024,2023,boys,insidelacrosse
81,FLC 2024 National Pink,92.21,,2024,2023,boys,insidelacrosse
82,True Westchester 2024,92.2,,2024,2023,boys,insidelacrosse
83,Patriot Elite 2024 Chrome,92.13,,2024,2023,boys,insidelacrosse
84,Blue Star 2024 White,92.12,,2024,2023,boys,insidelacrosse
85,Laxachusetts 2024 Green,92.1,,2024,2023,boys,insidelacrosse
86,Rebels LC 2024 Surge,91.86,,2024,2023,boys,insidelacrosse
87,Burning River 2024,91.82,,2024,2023,boys,insidelacrosse
88,Haymakers 2024,91.78,,2024,2023,boys,insidelacrosse
89,3D Upstate 2024,91.78,,2024,2023,boys,insidelacrosse
90,SouthStar 2024,91.75,,2024,2023,boys,insidelacrosse
91,Express North 2024 Orange,91.7,,2024,2023,boys,insidelacrosse
92,SoCal Bulls 2024,91.68,,2024,2023,boys,insidelacrosse
93,Upstate Rebels 2024,91.67,,2024,2023,boys,insidelacrosse
94,2 Knights 2024,91.52,,2024,2023,boys,insidelacrosse
95,True Blue 2024 Goats,91.51,,2024,2023,boys,insidelacrosse
96,HGR 2024 Blue,91.5,,2024,2023,boys,insidelacrosse
97,Blackwolf 2024,91.47,,2024,2023,boys,insidelacrosse
98,Team Illinois 2024,91.43,,2024,2023,boys,insidelacrosse
99,East Ave 2024 AA,91.42,,2024,2023,boys,insidelacrosse
100,Brotherhood 2024,91.34,,2024,2023,boys,insidelacrosse
101,Sixers 2024,91.33,,2024,2023,boys,insidelacrosse
102,Team Money 2024,91.33,,2024,2023,boys,insidelacrosse
103,NH Tomahawks 2024 Gold,91.25,,2024,2023,boys,insidelacrosse
104,SouthShore 2024,91.22,,2024,2023,boys,insidelacrosse
105,MD Roughriders 2024,91.14,,2024,2023,boys,insidelacrosse
106,Annapolis Hawks 2024 Black,91.07,,2024,2023,boys,insidelacrosse
107,Arizona Outlaws 2024,91.04,,2024,2023,boys,insidelacrosse
108,Dragons NLC 2024,91.02,,2024,2023,boys,insidelacrosse
109,Igloo 2024 Windchill,91.0,,2024,2023,boys,insidelacrosse
110,ADVNC North Bay 2024,90.91,,2024,2023,boys,insidelacrosse
111,3D Georgia 2024 Red,90.88,,2024,2023,boys,insidelacrosse
112,Kings 2024 Blue,90.86,,2024,2023,boys,insidelacrosse
113,True North Carolina 2024 Premier AA,90.84,,2024,2023,boys,insidelacrosse
114,LI Sting 2024,90.84,,2024,2023,boys,insidelacrosse
115,Thunder 2024 Orange,90.72,,2024,2023,boys,insidelacrosse
116,3D NE South 2024,90.71,,2024,2023,boys,insidelacrosse
117,Second City 2024 Gold,90.71,,2024,2023,boys,insidelacrosse
118,Iron Horse Houston 2024,90.69,,2024,2023,boys,insidelacrosse
119,Mad Dog NJ Shore 2024 Black,90.69,,2024,2023,boys,insidelacrosse
120,Team 91 Tri-State 2024 Select,90.68,,2024,2023,boys,insidelacrosse
121,True Illinois 2024 Premier A,90.68,,2024,2023,boys,insidelacrosse
122,Albany Power 2024,90.64,,2024,2023,boys,insidelacrosse
123,Mesa PA 2024,90.61,,2024,2023,boys,insidelacrosse
124,LI Legacy 2024 East,90.55,,2024,2023,boys,insidelacrosse
125,NXT 2024,90.55,,2024,2023,boys,insidelacrosse
126,Alcatraz Outlaws 2024,90.49,,2024,2023,boys,insidelacrosse
127,CT Valley 2024 Blue,90.46,,2024,2023,boys,insidelacrosse
128,Tri-State 2024 Gold,90.44,,2024,2023,boys,insidelacrosse
129,NJ Riot 2024 Chaos,90.43,,2024,2023,boys,insidelacrosse
130,True Ohio 2024 Black,90.4,,2024,2023,boys,insidelacrosse
131,CitySide 2024,90.22,,2024,2023,boys,insidelacrosse
132,Gonzo 2024,90.21,,2024,2023,boys,insidelacrosse
133,3D New England 2024 Blue,90.15,,2024,2023,boys,insidelacrosse
134,Looney's 2024,90.06,,2024,2023,boys,insidelacrosse
135,Fusion Canada West 2024,90.02,,2024,2023,boys,insidelacrosse
136,LI Rush 2024 Havoc,89.97,,2024,2023,boys,insidelacrosse
137,UNRL MN 2024,89.88,,2024,2023,boys,insidelacrosse
138,LI Legacy 2024 Launch,89.87,,2024,2023,boys,insidelacrosse
139,Jersey Thunder 2024 AA,89.79,,2024,2023,boys,insidelacrosse
140,Midwest Top Gun 2024,89.77,,2024,2023,boys,insidelacrosse
141,iM3 2023-2024,89.77,,2024,2023,boys,insidelacrosse
142,Richmond Hawks 2024 AA,89.72,,2024,2023,boys,insidelacrosse
143,Blak Widow 2024,89.68,,2024,2023,boys,insidelacrosse
144,NXT 2024 Rattler,89.67,,2024,2023,boys,insidelacrosse
145,4Leaf 2024 Navy,89.66,,2024,2023,boys,insidelacrosse
146,Seattle Starz 2024 Elite,89.62,,2024,2023,boys,insidelacrosse
147,True VA 2024 Black,89.62,,2024,2023,boys,insidelacrosse
148,Scorpions USA 2024,89.47,,2024,2023,boys,insidelacrosse
149,Top Caliber 2024 AA,89.44,,2024,2023,boys,insidelacrosse
150,Kings 2024 Red,89.41,,2024,2023,boys,insidelacrosse
151,Team Maryland 2024 Red,89.33,,2024,2023,boys,insidelacrosse
152,FL Crabs 2024 West-Ross,89.28,,2024,2023,boys,insidelacrosse
153,Carolina Hilltoppers Elite 2024,89.26,,2024,2023,boys,insidelacrosse
154,Piatelli 2024 Red,89.23,,2024,2023,boys,insidelacrosse
155,Fusion 2024,89.14,,2024,2023,boys,insidelacrosse
156,Gorilla 2024 Silver,89.12,,2024,2023,boys,insidelacrosse
157,UNRL Texas 2024,89.07,,2024,2023,boys,insidelacrosse
158,Team 11 2024,89.03,,2024,2023,boys,insidelacrosse
159,STEPS Elite 2024,88.8,,2024,2023,boys,insidelacrosse
160,Sidewinders 2024,88.49,,2024,2023,boys,insidelacrosse
161,Black Bear 2024,88.44,,2024,2023,boys,insidelacrosse
162,Amped 2024,88.43,,2024,2023,boys,insidelacrosse
163,LI Express 2024 Leghart,88.4,,2024,2023,boys,insidelacrosse
164,Penguins 2024 Gold,88.21,,2024,2023,boys,insidelacrosse
165,iM3 2024,88.11,,2024,2023,boys,insidelacrosse
166,True MN 2024 AA,88.08,,2024,2023,boys,insidelacrosse
167,NJ Riot 2024 Mayhem,88.03,,2024,2023,boys,insidelacrosse
168,True VA 2024 Green,87.9,,2024,2023,boys,insidelacrosse
169,MN Loons 2024,87.9,,2024,2023,boys,insidelacrosse
170,PA Roughriders 2024,87.89,,2024,2023,boys,insidelacrosse
171,Brotherly Love 2024 Mercury,87.76,,2024,2023,boys,insidelacrosse
172,Albany Stags 2024,87.72,,2024,2023,boys,insidelacrosse
173,RC Elite Carolina 2024,87.7,,2024,2023,boys,insidelacrosse
174,Prostart 2024 White,87.53,,2024,2023,boys,insidelacrosse
175,Spiders 2024 Corto,87.52,,2024,2023,boys,insidelacrosse
176,True PA 2024 Black,87.47,,2024,2023,boys,insidelacrosse
177,Hammers 2024,87.35,,2024,2023,boys,insidelacrosse
178,Rebels National 2024 Red,87.34,,2024,2023,boys,insidelacrosse
179,Express North 2024 White,87.33,,2024,2023,boys,insidelacrosse
180,FLC 2024 National Blue,87.25,,2024,2023,boys,insidelacrosse
181,Team Eighteen 2024,87.18,,2024,2023,boys,insidelacrosse
182,Conrad's Varsity,87.17,,2024,2023,boys,insidelacrosse
183,Team 91 Northside Hustle 2024,87.07,,2024,2023,boys,insidelacrosse
184,FCA Upstate 2024,87.03,,2024,2023,boys,insidelacrosse
185,Iron Horse Dallas 2024,86.9,,2024,2023,boys,insidelacrosse
186,ELEV8 2024,86.87,,2024,2023,boys,insidelacrosse
187,True Philly 2024,86.79,,2024,2023,boys,insidelacrosse
188,Patriot Elite 2024 Navy,86.77,,2024,2023,boys,insidelacrosse
189,NJLC 2024,86.71,,2024,2023,boys,insidelacrosse
190,HLC 2024,86.66,,2024,2023,boys,insidelacrosse
191,NJ Riot 2024 North,86.62,,2024,2023,boys,insidelacrosse
192,10th Mountain 2024,86.6,,2024,2023,boys,insidelacrosse
193,New England Twisters 2024 Orange,86.57,,2024,2023,boys,insidelacrosse
194,CT Sharks 2024,86.54,,2024,2023,boys,insidelacrosse
195,NCF Triad Elite 2024 Red,86.54,,2024,2023,boys,insidelacrosse
196,SJ Shamrocks 2024,86.43,,2024,2023,boys,insidelacrosse
197,Salt Kings 2024 Adams,86.35,,2024,2023,boys,insidelacrosse
198,True Upstate 2024 Black,86.15,,2024,2023,boys,insidelacrosse
199,Grizzly 2024,86.13,,2024,2023,boys,insidelacrosse
200,RI Bulldogs 2024 Green,86.11,,2024,2023,boys,insidelacrosse
201,CT Valley 2024 White,86.1,,2024,2023,boys,insidelacrosse
202,Hammers Elite 2023-24,85.83,,2024,2023,boys,insidelacrosse
203,DC Express 2024 Orange,85.82,,2024,2023,boys,insidelacrosse
204,Rebels MD 2024,85.76,,2024,2023,boys,insidelacrosse
205,True New Jersey 2024 Black,85.73,,2024,2023,boys,insidelacrosse
206,Wasatch 2024,85.72,,2024,2023,boys,insidelacrosse
207,Rebels National 2024 White,85.44,,2024,2023,boys,insidelacrosse
208,Recon 2024 Sharks,85.44,,2024,2023,boys,insidelacrosse
209,Great Lakes 2024,85.37,,2024,2023,boys,insidelacrosse
210,St. Louis Samurai 2024,85.37,,2024,2023,boys,insidelacrosse
1,YELLOW JACKETS 2026 Manning,99.9,,2026,2023,girls,insidelacrosse
2,Aces Elite 2026,99.27,,2026,2023,girls,insidelacrosse
3,Hero's 2026 Green,99.02,,2026,2023,girls,insidelacrosse
4,LI Jesters 2026 Black,98.59,,2026,2023,girls,insidelacrosse
5,M&D 2026 Black,98.57,,2026,2023,girls,insidelacrosse
6,STEPS California 2026,97.48,,2026,2023,girls,insidelacrosse
7,Alliance National 2026,97.24,,2026,2023,girls,insidelacrosse
8,Eagle Stix 2026 Blue,97.02,,2026,2023,girls,insidelacrosse
9,LI Top Guns 2026 Black,96.81,,2026,2023,girls,insidelacrosse
10,PrimeTime 2026,96.43,,2026,2023,girls,insidelacrosse
11,Capital 2026 Blue,96.06,,2026,2023,girls,insidelacrosse
12,CLC 2026 Pride,95.89,,2026,2023,girls,insidelacrosse
13,Sky Walkers 2026 Blue,95.41,,2026,2023,girls,insidelacrosse
14,Florida Select 2026,95.3,,2026,2023,girls,insidelacrosse
15,BBL Elite 2026 Black,95.28,,2026,2023,girls,insidelacrosse
16,NXT 2026 Black,95.17,,2026,2023,girls,insidelacrosse
17,Integrity 2026 Green,95.07,,2026,2023,girls,insidelacrosse
18,Philly Blast 2026 Spirit,95.07,,2026,2023,girls,insidelacrosse
19,Monster Elite 2026 Purple,94.75,,2026,2023,girls,insidelacrosse
20,STEPS Elite NJ 2026 Blue,94.7,,2026,2023,girls,insidelacrosse
21,YJ 2026 Torre,94.52,,2026,2023,girls,insidelacrosse
22,Mass Elite 2026 Red,94.32,,2026,2023,girls,insidelacrosse
23,TLC 2026 Red,94.17,,2026,2023,girls,insidelacrosse
24,Big 4 HHH 2026,94.14,,2026,2023,girls,insidelacrosse
25,LI Legacy 2026 Blue,94.13,,2026,2023,girls,insidelacrosse
26,M&D 2026 Red,93.89,,2026,2023,girls,insidelacrosse
27,Mad Dog West Elite 2026,93.2,,2026,2023,girls,insidelacrosse
28,Delco Select 2026,93.17,,2026,2023,girls,insidelacrosse
29,CT Grizzlies 2026 Navy,93.02,,2026,2023,girls,insidelacrosse
30,Florida Shine Elite 2026,92.82,,2026,2023,girls,insidelacrosse
31,NEMS 2026,92.75,,2026,2023,girls,insidelacrosse
32,Tradition 2026,92.69,,2026,2023,girls,insidelacrosse
33,Predators 2026,92.56,,2026,2023,girls,insidelacrosse
34,Metro 2026 Blue,92.47,,2026,2023,girls,insidelacrosse
35,True OH 2026,92.14,,2026,2023,girls,insidelacrosse
36,Belles 2026 Elite,91.97,,2026,2023,girls,insidelacrosse
37,Team 180 2026,91.87,,2026,2023,girls,insidelacrosse
38,Lakeside Lax 2026 Almanor,91.83,,2026,2023,girls,insidelacrosse
39,No Excuse 2026,91.62,,2026,2023,girls,insidelacrosse
40,Lax Maniax 2026 Black,91.44,,2026,2023,girls,insidelacrosse
41,Lacrosse Monkey 2026,91.27,,2026,2023,girls,insidelacrosse
42,YELLOW JACKETS 2026 Gryz,91.25,,2026,2023,girls,insidelacrosse
43,M&D Orlando 2026 Black,91.16,,2026,2023,girls,insidelacrosse
44,Laxachusetts 2026 Black,90.89,,2026,2023,girls,insidelacrosse
45,Tenacity Project 2026,90.89,,2026,2023,girls,insidelacrosse
46,Lakeshore 2026,90.68,,2026,2023,girls,insidelacrosse
47,MD United 2026,90.65,,2026,2023,girls,insidelacrosse
48,Bay State Bullets 2026 Silver,90.6,,2026,2023,girls,insidelacrosse
49,Team 91 Carolina 2026,90.46,,2026,2023,girls,insidelacrosse
50,LI Liberty 2026 Black,90.37,,2026,2023,girls,insidelacrosse
51,Gold Coast 2026 Gold,90.34,,2026,2023,girls,insidelacrosse
52,AIM 2026,90.26,,2026,2023,girls,insidelacrosse
53,Ultimate NJ 2026 Blue,90.25,,2026,2023,girls,insidelacrosse
54,HoCo 2026 Black,90.19,,2026,2023,girls,insidelacrosse
55,Cav Lax Elite 2026,90.16,,2026,2023,girls,insidelacrosse
56,Charlotte Style 2026,90.01,,2026,2023,girls,insidelacrosse
57,South Jersey Select 2026 Pink,90.01,,2026,2023,girls,insidelacrosse
58,Sky Walkers 2026 White,89.86,,2026,2023,girls,insidelacrosse
59,Eagle Stix 2026 Grey,89.81,,2026,2023,girls,insidelacrosse
60,Pride 2026 Red (Nova),89.81,,2026,2023,girls,insidelacrosse
61,Orange Crush 2026,89.69,,2026,2023,girls,insidelacrosse
62,YJ North 2026 McDonough,89.66,,2026,2023,girls,insidelacrosse
63,NH Tomahawks 2026 Purple,89.64,,2026,2023,girls,insidelacrosse
64,YJ 2026 Voss,89.64,,2026,2023,girls,insidelacrosse
65,STEPS Elite NJ 2026 White,89.62,,2026,2023,girls,insidelacrosse
66,NXT 2026 Volt,89.54,,2026,2023,girls,insidelacrosse
67,Salt City Snipers 2026 Pink,89.43,,2026,2023,girls,insidelacrosse
68,Phantastix 2026 Purple,89.42,,2026,2023,girls,insidelacrosse
69,Atlanta Storm 2026 Blue,89.33,,2026,2023,girls,insidelacrosse
70,Common Goal 2026,89.32,,2026,2023,girls,insidelacrosse
71,Xtreme 2026,89.21,,2026,2023,girls,insidelacrosse
72,Nor'easter 2026 Power,89.17,,2026,2023,girls,insidelacrosse
73,Capital 2026 Orange,89.14,,2026,2023,girls,insidelacrosse
74,Pipeline Platinum Red 2026,89.06,,2026,2023,girls,insidelacrosse
75,Maxim 2026 Navy,88.95,,2026,2023,girls,insidelacrosse
76,CLC 2026 Rise,88.88,,2026,2023,girls,insidelacrosse
77,Philadelphia Freedom Red 2026,88.83,,2026,2023,girls,insidelacrosse
78,Sound Lacrosse 2026,88.77,,2026,2023,girls,insidelacrosse
79,Lucky Lax 2026,88.58,,2026,2023,girls,insidelacrosse
80,Southern Zone 2026,88.58,,2026,2023,girls,insidelacrosse
81,MC Elite 2026 Midnight,88.44,,2026,2023,girls,insidelacrosse
82,Vortex Elite 2026,88.44,,2026,2023,girls,insidelacrosse
83,GRIT Dallas 2026,88.42,,2026,2023,girls,insidelacrosse
84,Urban Elite 2026,88.36,,2026,2023,girls,insidelacrosse
85,BBL North 2026,88.32,,2026,2023,girls,insidelacrosse
86,Team ONE Wildcat 2026,88.21,,2026,2023,girls,insidelacrosse
87,YJ South 2026,88.1,,2026,2023,girls,insidelacrosse
88,Renegades 2026,88.06,,2026,2023,girls,insidelacrosse
89,Storm Select 2026,88.05,,2026,2023,girls,insidelacrosse
90,Resolute 2026,87.97,,2026,2023,girls,insidelacrosse
91,PPLC 2026,87.88,,2026,2023,girls,insidelacrosse
92,LI Top Guns 2026 Purple,87.87,,2026,2023,girls,insidelacrosse
93,Jersey Shore Select 2026 Blue,87.85,,2026,2023,girls,insidelacrosse
94,Snipers Elite 2026,87.77,,2026,2023,girls,insidelacrosse
95,Impact 2026,87.72,,2026,2023,girls,insidelacrosse
96,Team 91 Long Island 2026 Tsunami,87.72,,2026,2023,girls,insidelacrosse
97,Triumph 2026 National Premier,87.7,,2026,2023,girls,insidelacrosse
98,Reign 2026,87.69,,2026,2023,girls,insidelacrosse
99,Monster Elite 2026 White,87.65,,2026,2023,girls,insidelacrosse
100,Phantastix 2026 West,87.62,,2026,2023,girls,insidelacrosse
101,Check-Hers Elite 2026 Black,87.56,,2026,2023,girls,insidelacrosse
102,Pride 2026 BLACK,87.37,,2026,2023,girls,insidelacrosse
103,Mad Dog North NJ 2026 Black,87.31,,2026,2023,girls,insidelacrosse
104,Relentless Hustle 2026,87.25,,2026,2023,girls,insidelacrosse
105,GRIT Austin 2026,87.01,,2026,2023,girls,insidelacrosse
106,Dynasty Elite 2026 Camo,86.97,,2026,2023,girls,insidelacrosse
107,DEWLAX 26 CT,86.9,,2026,2023,girls,insidelacrosse
108,Coppermine 2026 Black,86.85,,2026,2023,girls,insidelacrosse
109,Ultimate CLT 2026 Blue,86.83,,2026,2023,girls,insidelacrosse
110,Texas Nationals 2026,86.82,,2026,2023,girls,insidelacrosse
111,LI Legacy 2026 White,86.69,,2026,2023,girls,insidelacrosse
112,Denver Pride 2026,86.42,,2026,2023,girls,insidelacrosse
113,MACLax 2026 Blue,86.37,,2026,2023,girls,insidelacrosse
114,LI Jesters 2026 Blue,86.35,,2026,2023,girls,insidelacrosse
115,STARS 2026 Light Blue,86.18,,2026,2023,girls,insidelacrosse
116,Triple Threat Elite 2026,86.15,,2026,2023,girls,insidelacrosse
117,Indy United 2026,86.14,,2026,2023,girls,insidelacrosse
118,South Coast 2026,86.13,,2026,2023,girls,insidelacrosse
119,DEWLAX 2026 Black,85.98,,2026,2023,girls,insidelacrosse
120,Dynasty Elite 2026 Charlie,85.89,,2026,2023,girls,insidelacrosse
121,M&D 2026 SHORE,85.74,,2026,2023,girls,insidelacrosse
122,Next Level 2026 Blue,85.7,,2026,2023,girls,insidelacrosse
123,Check Hers 2026 Black,85.52,,2026,2023,girls,insidelacrosse
124,All Lax Select 2026,85.4,,2026,2023,girls,insidelacrosse
125,Coast 2026 Elite,85.37,,2026,2023,girls,insidelacrosse
126,M&D Shore 2026 Black,85.33,,2026,2023,girls,insidelacrosse
127,Uproar 2026 Elite,85.3,,2026,2023,girls,insidelacrosse
128,B12 Girls LAX 2026,85.21,,2026,2023,girls,insidelacrosse
129,SJ Shamrocks 2026,85.04,,2026,2023,girls,insidelacrosse
130,518 Excelerate 2026 Blue,84.97,,2026,2023,girls,insidelacrosse
131,Belles 2026 Select,84.97,,2026,2023,girls,insidelacrosse
132,Hero's 2026 White,84.97,,2026,2023,girls,insidelacrosse
133,MFL 2026 Black,84.88,,2026,2023,girls,insidelacrosse
134,Laxachusetts 2026 Yellow,84.85,,2026,2023,girls,insidelacrosse
135,FLG Blue Devils 2026-2027,84.84,,2026,2023,girls,insidelacrosse
136,Gold Coast 2026 Black,84.83,,2026,2023,girls,insidelacrosse
137,Yellow Jackets Mid Atlantic 2026 Jiminez,84.82,,2026,2023,girls,insidelacrosse
138,CLC 2026 Bold,84.78,,2026,2023,girls,insidelacrosse
139,ADK Peak 2026,84.75,,2026,2023,girls,insidelacrosse
140,Mad Dog North NJ 2026 Red,84.55,,2026,2023,girls,insidelacrosse
141,Ultimate PA 2026,84.53,,2026,2023,girls,insidelacrosse
142,Mass Elite 2026 White,84.52,,2026,2023,girls,insidelacrosse
143,YJ North 2026 Berger,84.47,,2026,2023,girls,insidelacrosse
144,Saltwater 2026/2027,84.42,,2026,2023,girls,insidelacrosse
145,LI Jesters 2026 Pink,84.41,,2026,2023,girls,insidelacrosse
146,Seattle Crash 2026,84.27,,2026,2023,girls,insidelacrosse
147,Bluegrass Premier Select 2026,84.22,,2026,2023,girls,insidelacrosse
148,Valley Heat 2026,84.22,,2026,2023,girls,insidelacrosse
149,214LAX DALLAS 2026 VOLT,84.21,,2026,2023,girls,insidelacrosse
150,Philly Blast 2026 Strength,84.17,,2026,2023,girls,insidelacrosse
151,Pride 2026 White (Nova),84.09,,2026,2023,girls,insidelacrosse
152,LA Select 2026,84.04,,2026,2023,girls,insidelacrosse
153,CCLax 2026,84.0,,2026,2023,girls,insidelacrosse
154,Minnesota Elite 2026,83.98,,2026,2023,girls,insidelacrosse
155,Phantastix 2026 White,83.95,,2026,2023,girls,insidelacrosse
156,TLC 2026 Gold,83.94,,2026,2023,girls,insidelacrosse
157,3d New England 2026,83.86,,2026,2023,girls,insidelacrosse
158,CT Sharks 2026,83.72,,2026,2023,girls,insidelacrosse
159,Nor'easter 26 Grit,83.6,,2026,2023,girls,insidelacrosse
160,Pride 2026 White,83.58,,2026,2023,girls,insidelacrosse
161,Philadelphia Freedom White 2026,83.57,,2026,2023,girls,insidelacrosse
162,Team 91 NJ 2026,83.49,,2026,2023,girls,insidelacrosse
163,REV 2026 Black,83.46,,2026,2023,girls,insidelacrosse
164,South Jersey Select 2026 Black,83.41,,2026,2023,girls,insidelacrosse
165,Lax on Elite 2026,83.4,,2026,2023,girls,insidelacrosse
166,GSE 2026,83.35,,2026,2023,girls,insidelacrosse
167,DEWLAX 2026 Blue,83.27,,2026,2023,girls,insidelacrosse
168,LI Empire 2026,83.04,,2026,2023,girls,insidelacrosse
169,Integrity 2026 Blue,83.03,,2026,2023,girls,insidelacrosse
170,Gold Coast 2026 White,83.02,,2026,2023,girls,insidelacrosse
171,Atlanta Storm 2026 Orange,82.93,,2026,2023,girls,insidelacrosse
172,Legends MD 2026,82.75,,2026,2023,girls,insidelacrosse
173,Team 11 2026,82.63,,2026,2023,girls,insidelacrosse
174,Ultimate NC 2026,82.57,,2026,2023,girls,insidelacrosse
175,Empress 2026 Blue,82.44,,2026,2023,girls,insidelacrosse
176,Pipeline Platinum Blue 2026,82.09,,2026,2023,girls,insidelacrosse
177,AFA 2026,82.06,,2026,2023,girls,insidelacrosse
178,True Pittsburgh 2026,81.83,,2026,2023,girls,insidelacrosse
179,HGR 2026,81.65,,2026,2023,girls,insidelacrosse
180,Lake Murray Rapids 2026/2027 Elite,81.58,,2026,2023,girls,insidelacrosse
181,3Point 2026,81.54,,2026,2023,girls,insidelacrosse
182,Team 91 Georgia 2026,81.52,,2026,2023,girls,insidelacrosse
183,Ultimate NJ 26 White,81.49,,2026,2023,girls,insidelacrosse
184,Maxim 2026 Teal,81.47,,2026,2023,girls,insidelacrosse
185,Ultimate CC 2026,81.41,,2026,2023,girls,insidelacrosse
186,Granite State Elite 2026,81.32,,2026,2023,girls,insidelacrosse
187,Coppermine North 2026,81.23,,2026,2023,girls,insidelacrosse
188,Rebels 2026,81.07,,2026,2023,girls,insidelacrosse
189,Pure Advantage Premier 2026,81.06,,2026,2023,girls,insidelacrosse
190,True Illinois State 2026,80.69,,2026,2023,girls,insidelacrosse
191,FCA Upstate 2026,80.48,,2026,2023,girls,insidelacrosse
192,Team Elevate 2026 Blue,80.4,,2026,2023,girls,insidelacrosse
193,Virginia One 2026,80.11,,2026,2023,girls,insidelacrosse
194,Big Fish 2026/2027,79.74,,2026,2023,girls,insidelacrosse
195,REV 2026 Blue,79.63,,2026,2023,girls,insidelacrosse
196,Lotus 2026,79.47,,2026,2023,girls,insidelacrosse
197,HoCo 2026 Pink,79.11,,2026,2023,girls,insidelacrosse
198,Metro Green 2026,79.1,,2026,2023,girls,insidelacrosse
199,Jersey Thunder 2026,78.98,,2026,2023,girls,insidelacrosse
200,Jersey Shore Select 2026 White,78.92,,2026,2023,girls,insidelacrosse
201,MC Elite 2026 Carolina,78.89,,2026,2023,girls,insidelacrosse
202,3d Virginia Metro 2026 Navy,78.79,,2026,2023,girls,insidelacrosse
203,SOGO 2026,78.38,,2026,2023,girls,insidelacrosse
204,Laxachusetts 2026 Navy,78.28,,2026,2023,girls,insidelacrosse
205,MFL 2026 Blue,78.14,,2026,2023,girls,insidelacrosse
206,Legacy Georgia 2026,78.1,,2026,2023,girls,insidelacrosse
207,Second City 2026,77.93,,2026,2023,girls,insidelacrosse
208,315 Elite 2026,77.9,,2026,2023,girls,insidelacrosse
209,518 Excelerate 2026,77.86,,2026,2023,girls,insidelacrosse
210,Phantoms LC 2026,77.85,,2026,2023,girls,insidelacrosse
--,3D Garden State '25-'26,--,,2026,2022,girls,insidelacrosse
--,AIM 2026,--,,2026,2022,girls,insidelacrosse
--,Atlanta Storm 2026 Blue,--,,2026,2022,girls,insidelacrosse
--,Atlanta Storm 2026 Orange,--,,2026,2022,girls,insidelacrosse
--,BBL North 2026,--,,2026,2022,girls,insidelacrosse
--,Belles 2026,--,,2026,2022,girls,insidelacrosse
--,Big 4 HHH 2026,--,,2026,2022,girls,insidelacrosse
--,Cav Lax Elite 2026,--,,2026,2022,girls,insidelacrosse
--,CLC 2026 Pride,--,,2026,2022,girls,insidelacrosse
--,Check Hers 2026 Black,--,,2026,2022,girls,insidelacrosse
