rank,club,rating,link,gender,class,season
--,214LAX DALLAS 2026 VOLT,--,,girls,2026,2024
--,315 Elite 2026 Green,--,,girls,2026,2024
--,Common Goal 2026,--,,girls,2026,2024
--,3d New England 2026,--,,girls,2026,2024
--,3d Virginia Metro 2026 Navy,--,,girls,2026,2024
--,3Point 2026,--,,girls,2026,2024
--,518 Excelerate 2026,--,,girls,2026,2024
--,518 Excelerate 2026 Blue,--,,girls,2026,2024
--,Aces Elite 2026,--,,girls,2026,2024
--,ADK Peak 2026,--,,girls,2026,2024
--,AFA 2026,--,,girls,2026,2024
--,All Lax Select 2026,--,,girls,2026,2024
--,AIM 2026,--,,girls,2026,2024
--,Alliance National 2026,--,,girls,2026,2024
--,Arc 2026,--,,girls,2026,2024
--,Atlanta Storm 2026 Blue,--,,girls,2026,2024
--,Atlanta Storm 2026 Orange,--,,girls,2026,2024
--,Atlantic County Wave 2026,--,,girls,2026,2024
--,Atlantic Shore 2026/2027,--,,girls,2026,2024
--,B12 Girls LAX 2026,--,,girls,2026,2024
--,Bay State Bullets 2026 Silver,--,,girls,2026,2024
--,BBL Elite 2026 Black,--,,girls,2026,2024
--,BBL North 2026,--,,girls,2026,2024
--,Beast 2026,--,,girls,2026,2024
--,Belles 2026 Elite,--,,girls,2026,2024
--,Belles 2026 Select,--,,girls,2026,2024
--,Big 4 HHH 2026,--,,girls,2026,2024
--,Big Fish 2026/2027,--,,girls,2026,2024
--,Black Lax 2026,--,,girls,2026,2024
--,Bluegrass Premier Select 2026,--,,girls,2026,2024
--,Capital 2026 Blue,--,,girls,2026,2024
--,Capital 2026 Orange,--,,girls,2026,2024
--,Cav Lax Elite 2026,--,,girls,2026,2024
--,CCLax 2026,--,,girls,2026,2024
--,CLC 2026 Bold,--,,girls,2026,2024
--,CLC 2026 Elite,--,,girls,2026,2024
--,CLC 2026 Pride,--,,girls,2026,2024
--,CLC 2026 Rise,--,,girls,2026,2024
--,Charlotte Style 2026,--,,girls,2026,2024
--,Check Hers 2026 Black,--,,girls,2026,2024
--,Check-Hers Elite 2026 Black,--,,girls,2026,2024
--,Coast 2026 Elite,--,,girls,2026,2024
--,Coastal Lacrosse Academy 2026,--,,girls,2026,2024
--,Coppermine 2026 Black,--,,girls,2026,2024
--,Coppermine North 2026,--,,girls,2026,2024
--,CT Grizzlies 2026 Navy,--,,girls,2026,2024
--,CT Grizzlies 2026 Yellow,--,,girls,2026,2024
--,CT Sharks 2026,--,,girls,2026,2024
--,Delco Elite 2026,--,,girls,2026,2024
--,Delco Select 2026,--,,girls,2026,2024
--,Denver Pride 2026,--,,girls,2026,2024
--,DEWLAX 2026 Black,--,,girls,2026,2024
--,DEWLAX 2026 Blue,--,,girls,2026,2024
--,DEWLAX 2026 NAVY,--,,girls,2026,2024
--,DEWLAX 26 CT,--,,girls,2026,2024
--,Dynamite 2026,--,,girls,2026,2024
--,Dynasty Elite 2026 Camo,--,,girls,2026,2024
--,Dynasty Elite 2026 Charlie,--,,girls,2026,2024
--,Eagle Stix 2026 Blue,--,,girls,2026,2024
--,Eagle Stix 2026 Grey,--,,girls,2026,2024
--,Eagle Stix 26 Pink,--,,girls,2026,2024
--,Empress 2026 Blue,--,,girls,2026,2024
--,FCA 2026 Blue,--,,girls,2026,2024
--,FCA MD 2026,--,,girls,2026,2024
--,FCA Upstate 2026,--,,girls,2026,2024
--,FLG 2026,--,,girls,2026,2024
--,FLG Blue Devils 2026-2027,--,,girls,2026,2024
--,Florida Select 2026,--,,girls,2026,2024
--,Florida Shine Elite 2026,--,,girls,2026,2024
--,Fusion Canada West 2026,--,,girls,2026,2024
--,GSE 2026,--,,girls,2026,2024
--,Gold Coast 2026 Black,--,,girls,2026,2024
--,Gold Coast 2026 Gold,--,,girls,2026,2024
--,Gold Coast 2026 White,--,,girls,2026,2024
--,Granite State Elite 2026,--,,girls,2026,2024
--,GRIT Austin 2026,--,,girls,2026,2024
--,GRIT Dallas 2026,--,,girls,2026,2024
--,GRIT Houston 2026,--,,girls,2026,2024
--,Hero's 2026 Green,--,,girls,2026,2024
--,Hero's 2026 White,--,,girls,2026,2024
--,HGR 2026,--,,girls,2026,2024
--,HoCo 2026 Black,--,,girls,2026,2024
--,HoCo 2026 Pink,--,,girls,2026,2024
--,House 2026,--,,girls,2026,2024
--,IL I.D. Glory,--,,girls,2026,2024
--,IL I.D. Hustle,--,,girls,2026,2024
--,IL I.D. Strength,--,,girls,2026,2024
--,IL I.D. Tenacity,--,,girls,2026,2024
--,Impact 2026,--,,girls,2026,2024
--,Indy United 2026,--,,girls,2026,2024
--,Integrity 2026 Blue,--,,girls,2026,2024
--,Integrity 2026 Green,--,,girls,2026,2024
--,Jersey Shore Select 2026 Blue,--,,girls,2026,2024
--,Jersey Shore Select 2026 White,--,,girls,2026,2024
--,Jersey Thunder 2026,--,,girls,2026,2024
--,LA Select 2026,--,,girls,2026,2024
--,Lacrosse Monkey 2026,--,,girls,2026,2024
--,Lake Murray Lacrosse Rapids Elite 2026,--,,girls,2026,2024
--,Lake Murray Rapids 2026/2027 Elite,--,,girls,2026,2024
--,Lakeshore 2026,--,,girls,2026,2024
--,Lakeside Lax 2026 Almanor,--,,girls,2026,2024
--,LANCO Elite 2026,--,,girls,2026,2024
--,Lax Maniax 2026 Black,--,,girls,2026,2024
--,Lax Maniax 2026 White,--,,girls,2026,2024
--,Lax on Elite 2026,--,,girls,2026,2024
--,Laxachusetts 2026 Black,--,,girls,2026,2024
--,Laxachusetts 2026 Navy,--,,girls,2026,2024
--,Laxachusetts 2026 Yellow,--,,girls,2026,2024
--,Legacy Georgia 2026,--,,girls,2026,2024
--,Legends MD 2026,--,,girls,2026,2024
--,LI Empire 2026,--,,girls,2026,2024
--,LI Jesters 2026 Black,--,,girls,2026,2024
--,LI Jesters 2026 Blue,--,,girls,2026,2024
--,LI Jesters 2026 Pink,--,,girls,2026,2024
--,LI Legacy 2026 Blue,--,,girls,2026,2024
--,LI Legacy 2026 White,--,,girls,2026,2024
--,LI Liberty 2026 Black,--,,girls,2026,2024
--,LI Top Guns 2026 Black,--,,girls,2026,2024
--,LI Top Guns 2026 Purple,--,,girls,2026,2024
--,Limitless 2026 Elite,--,,girls,2026,2024
--,Lotus 2026,--,,girls,2026,2024
--,Lucky Lax 2026,--,,girls,2026,2024
--,M&D 2026 Black,--,,girls,2026,2024
--,M&D 2026 Red,--,,girls,2026,2024
--,M&D 2026 SHORE,--,,girls,2026,2024
--,M&D Orlando 2026 Black,--,,girls,2026,2024
--,M&D Shore 2026 Black,--,,girls,2026,2024
--,MACLax 2026 Blue,--,,girls,2026,2024
--,Mad Dog North NJ 2026 Black,--,,girls,2026,2024
--,Mad Dog North NJ 2026 Red,--,,girls,2026,2024
