rank,club,rating,link,gender,class,season
--,Mad Dog West 2027,--,,girls,2027,2023
--,Maineiax 2027,--,,girls,2027,2023
--,Mass Elite 2027 Blue,--,,girls,2027,2023
--,Mass Elite 2027 Red,--,,girls,2027,2023
--,Mass Elite 2027 White,--,,girls,2027,2023
--,Maxim 2027 Navy,--,,girls,2027,2023
--,Maxim 2027 Sage,--,,girls,2027,2023
--,Maxim 2027 Teal,--,,girls,2027,2023
--,MC Elite 2027 Midnight,--,,girls,2027,2023
--,MD United 2027,--,,girls,2027,2023
--,Metro Blue 2027,--,,girls,2027,2023
--,Monster 2027 Purple,--,,girls,2027,2023
--,Monster 2027 White,--,,girls,2027,2023
--,Moorestown 2027 A,--,,girls,2027,2023
--,NEMS 2027,--,,girls,2027,2023
--,NEPA Impact 2027/2028,--,,girls,2027,2023
--,Next level 2027 Blue,--,,girls,2027,2023
--,Next level 2027 Red,--,,girls,2027,2023
--,NH Tomahawks 2027 Gold,--,,girls,2027,2023
--,NH Tomahawks 2027 Purple,--,,girls,2027,2023
--,NH Tomahawks 2027/28,--,,girls,2027,2023
--,No Excuse 2027,--,,girls,2027,2023
--,Nor'easter 2027,--,,girls,2027,2023
--,Nor'easter 2027 Grit,--,,girls,2027,2023
--,Nor'easter 2027 Power,--,,girls,2027,2023
--,NXT 2027 Black,--,,girls,2027,2023
