rank,club,rating,link,gender,class,season
--,253 Lacrosse Olympic 2027,--,,girls,2027,2023
--,315 Elite 2027/2028 Black,--,,girls,2027,2023
--,315 Elite 2027/2028 Green,--,,girls,2027,2023
--,3d Colorado 2027 AA,--,,girls,2027,2023
--,Common Goal 2027,--,,girls,2027,2023
--,3D Garden State 2027,--,,girls,2027,2023
--,3d national 2027,--,,girls,2027,2023
--,3d New England 2027,--,,girls,2027,2023
--,3d New England 2027 AA,--,,girls,2027,2023
--,3D VA Metro 2027/2028 Navy,--,,girls,2027,2023
--,3D VA Metro 27 Navy,--,,girls,2027,2023
--,3D VA Metro 27 Orange,--,,girls,2027,2023
--,3 POINT 2027,--,,girls,2027,2023
--,410 West 14U 2027,--,,girls,2027,2023
--,518 Excelerate 2027 Blue,--,,girls,2027,2023
--,518 Excelerate 2027 Green,--,,girls,2027,2023
--,802 Girls Lacrosse 2027,--,,girls,2027,2023
--,Aces Elite 2027,--,,girls,2027,2023
--,Aces Navy 2027,--,,girls,2027,2023
--,Aces Youth Navy 2027,--,,girls,2027,2023
--,ADK Peak 2027,--,,girls,2027,2023
--,AFA 2027,--,,girls,2027,2023
--,Albany Power 2027,--,,girls,2027,2023
--,Albany Power 2027 Blue,--,,girls,2027,2023
--,Albany Power 2027 Gold,--,,girls,2027,2023
--,All Lax Select 2027,--,,girls,2027,2023
--,Aim 2027,--,,girls,2027,2023
--,All American Aim 2027 Stars & Stripes,--,,girls,2027,2023
--,Alliance National 2027,--,,girls,2027,2023
--,Arc 2027,--,,girls,2027,2023
--,Athena 2027/2028,--,,girls,2027,2023
--,ATL Storm 2027 Orange,--,,girls,2027,2023
--,Atlanta Storm 2027 Blue,--,,girls,2027,2023
--,Atlantic County Wave 2027,--,,girls,2027,2023
--,Axis Lacrosse 2027,--,,girls,2027,2023
--,B12 Girls LAX 2027,--,,girls,2027,2023
--,Bay State Bullets 2027 Orange,--,,girls,2027,2023
--,Bay State Bullets 2027 Silver,--,,girls,2027,2023
--,Bay State Bullets White 2027,--,,girls,2027,2023
--,BBL 2027 Select,--,,girls,2027,2023
--,BBL Elite 2027 Black,--,,girls,2027,2023
--,BBL 2027 North,--,,girls,2027,2023
--,Beast 2027,--,,girls,2027,2023
--,Beast 2027/2028,--,,girls,2027,2023
--,Belles 2027 Elite,--,,girls,2027,2023
--,Belles 2027 Select,--,,girls,2027,2023
--,Big 4 HHH 2027,--,,girls,2027,2023
--,Black Lax 2027,--,,girls,2027,2023
--,Black Lax National 2027,--,,girls,2027,2023
--,Black Jack 2027,--,,girls,2027,2023
--,BLC 2027 Blue,--,,girls,2027,2023
--,Bluegrass Premier 2027,--,,girls,2027,2023
--,Boston LC 2027,--,,girls,2027,2023
--,C2 National 2027,--,,girls,2027,2023
--,Cav Lax Elite 2027,--,,girls,2027,2023
--,CCLax 2027,--,,girls,2027,2023
--,CCLax 2027 Black,--,,girls,2027,2023
--,CCLax 2027 Red,--,,girls,2027,2023
--,CLC 2027 Bold,--,,girls,2027,2023
--,CLC 2027 Pride,--,,girls,2027,2023
--,CLC 2027 Rise,--,,girls,2027,2023
--,CLC 2027/2028 Force,--,,girls,2027,2023
--,CLC 2027/2028 Grit,--,,girls,2027,2023
--,Central Lacrosse 2027,--,,girls,2027,2023
--,Charlotte Style 2027,--,,girls,2027,2023
--,Chatham 2027,--,,girls,2027,2023
--,Check-Hers Elite 2027B,--,,girls,2027,2023
--,Circle City 2027 Titanium,--,,girls,2027,2023
--,Circle City 2027/2028 Select,--,,girls,2027,2023
--,Coast 2027,--,,girls,2027,2023
--,Coast VA 2027/2028,--,,girls,2027,2023
--,Coppermine 2027 Black,--,,girls,2027,2023
--,Coppermine 2027 Blue,--,,girls,2027,2023
--,Coppermine 2027 North,--,,girls,2027,2023
--,Coppermine North 2027 Blue,--,,girls,2027,2023
--,CT Grizzlies 2027 Navy,--,,girls,2027,2023
--,CT Grizzlies 2027 Yellow,--,,girls,2027,2023
--,CT Shoreline Sharks 2027,--,,girls,2027,2023
--,Cyclones Pink 2027,--,,girls,2027,2023
--,Delco LC 2027,--,,girls,2027,2023
--,Delco Select 2027,--,,girls,2027,2023
--,Denver Pride 2027,--,,girls,2027,2023
--,Desert Heat 2027/2028,--,,girls,2027,2023
--,DEWLAX 2027 Black,--,,girls,2027,2023
--,DEWLAX 2027 Blue,--,,girls,2027,2023
--,DEWLAX 2027 CT,--,,girls,2027,2023
--,Dynamite 2027,--,,girls,2027,2023
--,Dynamite 2027 Black,--,,girls,2027,2023
--,Dynamite 2027 Red,--,,girls,2027,2023
--,Dynasty Elite 2027 Foxtrot,--,,girls,2027,2023
--,Eagle Stix 2027 Blue,--,,girls,2027,2023
--,Eagle Stix 2027 Grey,--,,girls,2027,2023
--,Eagle Stix 2028 Blue,--,,girls,2027,2023
--,East Pride 8s 2027,--,,girls,2027,2023
--,ESLC Pirates 2027,--,,girls,2027,2023
--,Empress 2027,--,,girls,2027,2023
--,Evolution 2027,--,,girls,2027,2023
--,Evolve 2027,--,,girls,2027,2023
--,FCA 2027 Blue,--,,girls,2027,2023
--,FCA Blue 2027 (MD),--,,girls,2027,2023
--,FCA Upstate 2027,--,,girls,2027,2023
--,FLG 2027 All Long Island,--,,girls,2027,2023
--,FLG 2027 Navy,--,,girls,2027,2023
--,FLG 2027 White,--,,girls,2027,2023
--,FLG Blue Devils 2027,--,,girls,2027,2023
--,Florida Select 2027,--,,girls,2027,2023
--,Florida Shine Elite 2027,--,,girls,2027,2023
--,Florida Shine Elite 2027 (Orange),--,,girls,2027,2023
--,Flying Pig Lacrosse 2027,--,,girls,2027,2023
--,GSE 2027,--,,girls,2027,2023
--,Gold Coast 2027,--,,girls,2027,2023
--,Gold Coast 2027 Black,--,,girls,2027,2023
--,Gold Coast 2027 Gold,--,,girls,2027,2023
--,Gonzo Girls 2027/2028,--,,girls,2027,2023
--,Granite State Elite 2027,--,,girls,2027,2023
--,GRIT Austin 2027,--,,girls,2027,2023
--,GRIT Dallas 2027,--,,girls,2027,2023
--,GRIT Houston 2027,--,,girls,2027,2023
--,Headlines 2027,--,,girls,2027,2023
--,Headlines MS 2027,--,,girls,2027,2023
--,HEADstrong 2027/2028,--,,girls,2027,2023
--,HEADstrong SJ Girls 2027/2028,--,,girls,2027,2023
--,Hero's 2027 Green,--,,girls,2027,2023
--,Hero's 2027 White,--,,girls,2027,2023
--,HGR 2027,--,,girls,2027,2023
--,HoCo 2027 Black,--,,girls,2027,2023
--,HoCo 2027 Pink,--,,girls,2027,2023
--,Hurricanes 2027 Green,--,,girls,2027,2023
--,Hurricanes 2027/2028 Green,--,,girls,2027,2023
--,Impact 2027 Black,--,,girls,2027,2023
--,Impact 2027 Gold,--,,girls,2027,2023
--,Impact 2027/2028,--,,girls,2027,2023
--,Indy United 2027,--,,girls,2027,2023
--,Integrity 2027 Blue,--,,girls,2027,2023
--,Integrity 2027 Green,--,,girls,2027,2023
--,Jersey Shore Select 2027 Blue,--,,girls,2027,2023
--,Jersey Shore Select 2027/2028 Combo,--,,girls,2027,2023
--,Jersey Shore Select 3 point 2027,--,,girls,2027,2023
--,Jersey Thunder 2027,--,,girls,2027,2023
--,Jets Black 2027,--,,girls,2027,2023
--,KCLC 2027,--,,girls,2027,2023
--,KCLC 2027/2028,--,,girls,2027,2023
--,LA Select 2027,--,,girls,2027,2023
--,Lady Ballers 2027,--,,girls,2027,2023
--,Lady Blue Knights U15 2027,--,,girls,2027,2023
--,Lake Effect Storm 2027 Elite,--,,girls,2027,2023
--,Lakeshore 2027,--,,girls,2027,2023
--,Lakeshore Lacrosse National Premier 2027,--,,girls,2027,2023
--,Lakeside Lax 2027,--,,girls,2027,2023
--,LANCO Elite 2027,--,,girls,2027,2023
--,Lax Maniax 2027,--,,girls,2027,2023
--,Lax On Elite 2027,--,,girls,2027,2023
--,Laxachusetts 2027 Black,--,,girls,2027,2023
--,Laxachusetts 2027 Yellow,--,,girls,2027,2023
--,Legends MD 2027,--,,girls,2027,2023
--,LI Empire 2027 Green,--,,girls,2027,2023
--,LI Empire 2027 White,--,,girls,2027,2023
--,Jesters 2027 Black,--,,girls,2027,2023
--,Jesters 2027 White,--,,girls,2027,2023
--,LI Jesters 2027 Blue,--,,girls,2027,2023
--,LI Jesters 2027 Pink,--,,girls,2027,2023
--,LI Legacy 2027 Blue,--,,girls,2027,2023
--,LI Legacy 2027 White,--,,girls,2027,2023
--,LI Liberty 2027 Black,--,,girls,2027,2023
--,LI Liberty Lax 2027 Red,--,,girls,2027,2023
--,LI Top Guns 2027 Black,--,,girls,2027,2023
--,LI Top Guns 2027 Purple,--,,girls,2027,2023
--,Limelight 2027,--,,girls,2027,2023
--,Limelight 2027/2028,--,,girls,2027,2023
--,Limitless 2027,--,,girls,2027,2023
--,Lotus 2027,--,,girls,2027,2023
--,14U Lou Fusz Blue Star Blue 2027,--,,girls,2027,2023
--,14U Lou Fusz Blue Star Elite 2027,--,,girls,2027,2023
--,14U Lou Fusz Blue Star Premier 2027,--,,girls,2027,2023
--,Lucky Lax 2027,--,,girls,2027,2023
--,M&D 2027 Black,--,,girls,2027,2023
--,M&D 2027 Red,--,,girls,2027,2023
--,M&D 2027 SHORE,--,,girls,2027,2023
--,M&D Orlando 2027 Black,--,,girls,2027,2023
--,M&D Shore 2027 Black,--,,girls,2027,2023
--,Mad Dog North NJ 2027 NNJ Black,--,,girls,2027,2023
--,Mad Dog North NJ 2027 NNJ Red,--,,girls,2027,2023
--,Mad Dog Shore 2027/2028,--,,girls,2027,2023
--,Mad Dog Shore 2027/2028 Black,--,,girls,2027,2023
