rank,club,rating,link,gender,class,season
81,True National Mid Atlantic 2024,84.72,,boys,2024,2020
82,MDXR 2024,84.51,,boys,2024,2020
83,Blue Star 2024 White,84.45,,boys,2024,2020
84,Shamrocks 2024,84.45,,boys,2024,2020
85,Baltimore Breakers 2024,84.41,,boys,2024,2020
86,Laxachusetts 2024 Navy,84.35,,boys,2024,2020
87,Bucks Select 2024 Black,84.33,,boys,2024,2020
88,Thunder 2024 Orange,84.33,,boys,2024,2020
89,Laxachusetts 2024 Green,84.2,,boys,2024,2020
90,NH Tomahawks 2024 Gold,84.17,,boys,2024,2020
91,ALC Bay Raiders 2024,84.04,,boys,2024,2020
92,Eclipse 2024 Yellow A,83.64,,boys,2024,2020
93,Arizona Outlaws 2024,83.63,,boys,2024,2020
94,Looney's 2024 Green,83.51,,boys,2024,2020
95,Team MN 2024,83.45,,boys,2024,2020
96,Saltwater 2024,83.26,,boys,2024,2020
97,Bucks Select 2024 Red,83.21,,boys,2024,2020
98,True Florida 2024,83.2,,boys,2024,2020
99,Laxachusetts 2024 White,82.85,,boys,2024,2020
100,True Pittsburgh 2024,82.71,,boys,2024,2020
101,Colorado Scorpions 2024,82.62,,boys,2024,2020
102,Brotherhood 2024A,82.51,,boys,2024,2020
103,RC Lacrosse 2024,82.36,,boys,2024,2020
104,Omnia 2024,82.35,,boys,2024,2020
105,Blue Star 2024 Navy,82.17,,boys,2024,2020
106,Fusion 2024,82.1,,boys,2024,2020
107,HEADstrong 2024,82.1,,boys,2024,2020
108,3D Maryland 2024,82.01,,boys,2024,2020
109,NJ Riot 2024 Rockland,81.83,,boys,2024,2020
110,CT Valley 2024 Blue,81.65,,boys,2024,2020
111,Ultimate Pittsburgh 2024 White,81.53,,boys,2024,2020
112,Bucktown 2024,81.39,,boys,2024,2020
113,3D New England 2024 Blue,81.38,,boys,2024,2020
114,TEAM Lacrosse 2024,81.33,,boys,2024,2020
115,FLC Elite 2024,81.29,,boys,2024,2020
116,3D Texas 2024,81.23,,boys,2024,2020
117,Patriot Elite 2024,81.15,,boys,2024,2020
118,United 2024,81.07,,boys,2024,2020
119,Ultimate 2024,80.99,,boys,2024,2020
120,EMass Hawks 2024,80.87,,boys,2024,2020
121,NXT 2024 Silver,80.83,,boys,2024,2020
122,4Leaf 2024 Navy,80.76,,boys,2024,2020
123,Piatelli Central 2024 AA,80.7,,boys,2024,2020
124,Cavalier 2024,80.66,,boys,2024,2020
125,Black Bear 2024,80.49,,boys,2024,2020
126,HGR 2024 Blue,80.4,,boys,2024,2020
127,True Baltimore 2024,80.35,,boys,2024,2020
128,Team Maryland 2024,80.27,,boys,2024,2020
129,Littlenecks 2024/2025,79.8,,boys,2024,2020
130,Philadelphia Freedom 2024 White,79.78,,boys,2024,2020
131,Sidewinders 2024 Volt,79.69,,boys,2024,2020
132,DelCo 2024,79.35,,boys,2024,2020
133,Team 91 NJ West 2024-2025,79.35,,boys,2024,2020
134,2 Knights 2024,79.33,,boys,2024,2020
135,DC Express 2024 Orange,79.25,,boys,2024,2020
136,Summit Elite 2024 Blue,79.15,,boys,2024,2020
137,Denver Elite 2024 Blue,79.1,,boys,2024,2020
138,HOCO 2024,79.04,,boys,2024,2020
139,Kings 2024 Green,78.99,,boys,2024,2020
140,Arsenal 2024/25,78.71,,boys,2024,2020
141,True Maryland 2024,78.69,,boys,2024,2020
142,Rising Sons 2024,78.56,,boys,2024,2020
143,Next Level 2024 Red,78.53,,boys,2024,2020
144,Harlem Boston 2024,78.46,,boys,2024,2020
145,Rainier Royals 2024,78.39,,boys,2024,2020
146,Gaffer Elite 2024,78.32,,boys,2024,2020
147,Cape Cod Kings 2024-25,77.99,,boys,2024,2020
148,Penguins 2024 Orange,77.81,,boys,2024,2020
149,Zingos 2024 Black,77.75,,boys,2024,2020
150,Thundercanes 2024 Orange,77.58,,boys,2024,2020
151,Seven Hills 2024,77.52,,boys,2024,2020
152,Team 91 Colorado 2024,76.93,,boys,2024,2020
153,Northside Hustle 2024,76.83,,boys,2024,2020
154,Blue Label 2024,76.7,,boys,2024,2020
155,3D Colorado 2024 Scorpions,76.36,,boys,2024,2020
156,Brady's Bunch 2024,76.33,,boys,2024,2020
157,Falcons 2024,76.18,,boys,2024,2020
158,Sixers 2024,75.65,,boys,2024,2020
159,Team 91 NJ South 2024,75.44,,boys,2024,2020
160,EMass Hawks 2024/25,75.42,,boys,2024,2020
161,Catamount 2024,75.03,,boys,2024,2020
162,MDX-R North 24/25,75.01,,boys,2024,2020
163,Dukes Young Guns 2024,74.73,,boys,2024,2020
164,Patriot Stars 2024,74.33,,boys,2024,2020
165,Blak Widow 2024,74.27,,boys,2024,2020
166,HGR 2024 Green,73.86,,boys,2024,2020
167,True Colorado 2024,73.11,,boys,2024,2020
168,Cold Brook 2024/25,71.12,,boys,2024,2020
--,3D NE South 2024,--,,boys,2024,2020
--,Annapolis Hawks 2024-2025,--,,boys,2024,2020
--,BBL Helix 2024,--,,boys,2024,2020
--,Blue Star 2024 Blue,--,,boys,2024,2020
--,Dukes National 2024,--,,boys,2024,2020
--,Express North 2024 Lawrence,--,,boys,2024,2020
--,Harvest 2024,--,,boys,2024,2020
--,Headstrong Lehigh Valley 2024,--,,boys,2024,2020
--,Tribal 2024 SJ,--,,boys,2024,2020
--,L4 Select 2024,--,,boys,2024,2020
--,Lax Mafia 2024 National,--,,boys,2024,2020
--,Legends National 2024,--,,boys,2024,2020
--,Team Eighteen 2024,--,,boys,2024,2020
--,MDX-R 2024 Red,--,,boys,2024,2020
--,NJ Riot 2024 Mayhem,--,,boys,2024,2020
--,PA Roughriders 2024,--,,boys,2024,2020
--,Piatelli Pioneer 2024 AA,--,,boys,2024,2020
--,Predators 2024,--,,boys,2024,2020
--,Rhino National 2024,--,,boys,2024,2020
--,Rising Sons 2024 White,--,,boys,2024,2020
--,Rock 2024,--,,boys,2024,2020
--,Team MN 2024,--,,boys,2024,2020
--,True Elite 2024,--,,boys,2024,2020
--,True National 2024 Black,--,,boys,2024,2020
--,True National 2024 Green,--,,boys,2024,2020
--,True New Jersey 2024,--,,boys,2024,2020
--,True Utah 2024 Black,--,,boys,2024,2020
--,True Utah 2024 Green,--,,boys,2024,2020
--,Yeti 2024 Blue,--,,boys,2024,2020
--,Yeti 2024-2025 Black,--,,boys,2024,2020
