rank,club,rating,link,gender,class,season
145,GSE 2024,87.27,,girls,2024,2023
146,Minnesota Elite 2024,87.02,,girls,2024,2023
147,Grit Houston 2024,86.97,,girls,2024,2023
148,Monster 2024 Blue,86.85,,girls,2024,2023
149,M&D Shore 2024 Black,86.78,,girls,2024,2023
150,CLC 2024 Bold,86.55,,girls,2024,2023
151,FCA Upstate 2024,86.55,,girls,2024,2023
152,Nor'easter 2024 Grit,86.51,,girls,2024,2023
153,Pride 2024 Loudon,86.46,,girls,2024,2023
154,HEADstrong SJ Girls 2024,86.39,,girls,2024,2023
155,Integrity 2024 Blue,86.29,,girls,2024,2023
156,Virginia One 2024,86.29,,girls,2024,2023
157,518Excelerate 2024,86.19,,girls,2024,2023
158,Summit 2024 Black,86.15,,girls,2024,2023
159,Black Dogs 2024/2025,85.89,,girls,2024,2023
160,LI Jesters 2024 Pink,85.55,,girls,2024,2023
161,MFL 2024 Blue,85.48,,girls,2024,2023
162,Bogue Elite Red 2024,85.41,,girls,2024,2023
163,South Jersey Select 2024 Black,85.4,,girls,2024,2023
164,Indy United 2024,85.35,,girls,2024,2023
165,DEWLAX 2024 White,85.31,,girls,2024,2023
166,Empress 2024,85.25,,girls,2024,2023
167,Phantastix 2024 West,85.11,,girls,2024,2023
168,Resolute 2024,85.04,,girls,2024,2023
169,Team 91 Long Island 2024 Bandits (Orange),84.96,,girls,2024,2023
170,Maxim 2024 Navy,84.95,,girls,2024,2023
171,Phantastix 2024 White,84.86,,girls,2024,2023
172,CT Shoreline Sharks 2024,84.85,,girls,2024,2023
173,Hurricanes 2024 White,84.82,,girls,2024,2023
174,DEWLAX 2024 CT,84.65,,girls,2024,2023
175,True Pittsburg 2024,84.23,,girls,2024,2023
176,Team 91 Tri-State 2024,84.06,,girls,2024,2023
177,Toronto Beaches 2024,83.92,,girls,2024,2023
178,Beast 2024/2025,83.74,,girls,2024,2023
179,REV 2024 Blue,83.66,,girls,2024,2023
180,Pure Advantage Premier 2024,83.59,,girls,2024,2023
181,Venom 2024/2025,83.46,,girls,2024,2023
182,Pipeline Blue 2024,83.4,,girls,2024,2023
183,Jersey Thunder 2024,83.24,,girls,2024,2023
184,Dynasty Elite 2024 Bravo,83.19,,girls,2024,2023
185,Team 91 NJ 2024/2025,83.19,,girls,2024,2023
186,Brave Lacrosse 2024,83.17,,girls,2024,2023
187,KCLC Elite 2024,82.94,,girls,2024,2023
188,Ohio Premier Select 2024,82.71,,girls,2024,2023
189,Atlanta Storm 2024 Orange,82.52,,girls,2024,2023
190,Carolina Comets 2024,82.5,,girls,2024,2023
191,Lou Fusz Blue Star Elite 2024,82.43,,girls,2024,2023
192,Triple Threat Elite North 2024,82.41,,girls,2024,2023
193,Team Elevate 2024/2025 Blue,82.37,,girls,2024,2023
194,Laxachusetts 2024 Yellow,82.35,,girls,2024,2023
195,Rebels 2024 Gold,82.35,,girls,2024,2023
196,TLC 2024 White,82.13,,girls,2024,2023
197,NH Tomahawks 2024 Gold,82.1,,girls,2024,2023
198,Recon 2024,82.05,,girls,2024,2023
199,True PA Valley 2024 Black,82.05,,girls,2024,2023
200,Dynamite 2024 Black,81.9,,girls,2024,2023
201,Yellow Jackets Mid Atlantic 2024 Rosenburg,81.63,,girls,2024,2023
202,315 Elite 2024-2025,81.44,,girls,2024,2023
203,Gold Coast 2024/2025 Black,81.16,,girls,2024,2023
204,True MD Coast 2024,80.73,,girls,2024,2023
205,Minnesota Elite 17U 2024,80.57,,girls,2024,2023
206,Circle City 2024 Titanium,80.4,,girls,2024,2023
207,Wasatch LC 2024,79.98,,girls,2024,2023
208,Yellow Jackets Dutchess 2024 Rowan,79.95,,girls,2024,2023
209,House 2024,79.73,,girls,2024,2023
210,Maxim 2024 Teal,79.71,,girls,2024,2023
