rank,club,rating,link,gender,class,season
45,Second City 2024 Gold,92.46,,boys,2024,2022
46,Team 91 National 2024,92.42,,boys,2024,2022
47,Texas Nationals 2024,92.42,,boys,2024,2022
48,VLC 2024,92.4,,boys,2024,2022
49,Nationals Lacrosse Club 2024,92.34,,boys,2024,2022
50,CW Elite 2024,92.32,,boys,2024,2022
51,Philadelphia Freedom 2024 White,92.07,,boys,2024,2022
52,Team MN 2024,91.94,,boys,2024,2022
53,Team MN 2024,91.92,,boys,2024,2022
54,Edge 2024,91.84,,boys,2024,2022
55,Team 91 Carolina 2024,91.79,,boys,2024,2022
56,Shore2Shore 2024 Vikings,91.73,,boys,2024,2022
57,Team 91 Charlotte 2024 Blue,91.72,,boys,2024,2022
58,NE Raiders 2024,91.71,,boys,2024,2022
59,Team 91 Colorado 2024 Red,91.69,,boys,2024,2022
60,True MN 2024 AAA,91.57,,boys,2024,2022
61,ADVNC San Francisco 2024,91.51,,boys,2024,2022
62,1Lax Uncommon Fit Canada 2024,91.48,,boys,2024,2022
63,Resolute 2024 Black,91.39,,boys,2024,2022
64,Madlax Oregon 2024 AA,91.38,,boys,2024,2022
65,FTK National 2023-2024,91.35,,boys,2024,2022
66,Big 4 HHH 2024,91.34,,boys,2024,2022
67,Team Oregon 2024,91.33,,boys,2024,2022
68,ADVNC NDP NorCal 2024,91.31,,boys,2024,2022
69,Brotherly Love 2024 Apollo,91.3,,boys,2024,2022
70,Team BC 2024,91.24,,boys,2024,2022
71,Team 91 Tri-State 2024 Select,91.23,,boys,2024,2022
72,New England Twisters 2024Blue,91.22,,boys,2024,2022
73,Mesa PA 2024,91.2,,boys,2024,2022
74,True Utah 2024,91.19,,boys,2024,2022
75,Clams 2024 Orange,91.05,,boys,2024,2022
76,East Ave 2024 AA,90.98,,boys,2024,2022
77,Harvest 2024,90.98,,boys,2024,2022
78,True Blue 2024 Goats,90.75,,boys,2024,2022
79,True National 2024 Green,90.75,,boys,2024,2022
80,Team CT 2024 Navy,90.74,,boys,2024,2022
81,True Illinois 2024 Premier A,90.67,,boys,2024,2022
82,NJ Riot 2024 Chaos,90.66,,boys,2024,2022
83,Team 91 Georgia 2024,90.63,,boys,2024,2022
84,Fighting Clams 2024,90.52,,boys,2024,2022
85,Mad Dog NJ 2024,90.51,,boys,2024,2022
86,NH Tomahawks 2024 Purple,90.5,,boys,2024,2022
87,Rebels LC 2024 Surge,90.39,,boys,2024,2022
88,LI Legacy 2024,90.38,,boys,2024,2022
89,Blue Star 2024 White,90.36,,boys,2024,2022
90,California Gold 2024,90.26,,boys,2024,2022
91,Team Illinois 2024,90.21,,boys,2024,2022
92,Nation United 2024,90.11,,boys,2024,2022
93,UNRL National 2024,90.11,,boys,2024,2022
94,Predators 2024,90.08,,boys,2024,2022
95,Eclipse 2024 Orange,90.02,,boys,2024,2022
96,DC Express 2024,89.99,,boys,2024,2022
97,SouthShore 2024,89.92,,boys,2024,2022
98,Legends National 2024,89.88,,boys,2024,2022
99,Koopers 2024 Black,89.86,,boys,2024,2022
100,3D Colorado 2024 AA Red,89.8,,boys,2024,2022
101,Alcatraz Outlaws 2024,89.76,,boys,2024,2022
102,No-Excuse Memphis 2023-2024,89.74,,boys,2024,2022
103,Laxachusetts 2024 Green,89.71,,boys,2024,2022
104,LI Empire 2024,89.66,,boys,2024,2022
105,Laxachusetts 2024 Yellow,89.65,,boys,2024,2022
106,HGR 2024 Blue,89.63,,boys,2024,2022
107,Pinnacle 2024,89.54,,boys,2024,2022
108,LI Rush 2024 Havoc,89.52,,boys,2024,2022
109,Clams 2024 Blue,89.47,,boys,2024,2022
110,Laxachusetts 2024 White,89.45,,boys,2024,2022
111,True Utah 2024 Black,89.45,,boys,2024,2022
112,Sixers 2024,89.43,,boys,2024,2022
113,Igloo 2024 Windchill,89.43,,boys,2024,2022
114,4Leaf 2024 Airforce,89.39,,boys,2024,2022
115,Patriot Elite 2024 Chrome,89.32,,boys,2024,2022
116,NY Reign 2024,89.3,,boys,2024,2022
117,Patriot Elite 2024,89.29,,boys,2024,2022
118,Seattle Starz 2024 Elite,89.26,,boys,2024,2022
119,Florida Crabs 2024 Orange,89.21,,boys,2024,2022
120,L4 Select 2024,89.21,,boys,2024,2022
121,Haymakers LC 2024,89.18,,boys,2024,2022
122,Thunder 2024 Orange,89.17,,boys,2024,2022
123,Express North 2024 Orange,89.16,,boys,2024,2022
124,3D New England 2024 Blue,89.15,,boys,2024,2022
125,Headlines 2024 Navy,89.12,,boys,2024,2022
126,Gorilla 2024 Silver,89.04,,boys,2024,2022
127,Piatelli Pioneer 2024 Leary,88.98,,boys,2024,2022
128,ADVNC National 2024,88.97,,boys,2024,2022
129,True Elite 2024,88.96,,boys,2024,2022
130,UNRL Texas 2024,88.93,,boys,2024,2022
131,Resolute 2024 Red,88.81,,boys,2024,2022
132,Prostart 2024 Blue,88.79,,boys,2024,2022
133,MD Roughriders 2024,88.77,,boys,2024,2022
134,SoCal Bulls 2024,88.75,,boys,2024,2022
135,3D NE South 2024,88.74,,boys,2024,2022
136,Arizona Outlaws 2024,88.73,,boys,2024,2022
137,Tri-State 2024 Gold,88.7,,boys,2024,2022
138,LI Legacy 2024 Launch,88.68,,boys,2024,2022
139,True Ohio 2024 Black,88.68,,boys,2024,2022
140,3D Georgia 2024 Red,88.65,,boys,2024,2022
141,True Florida 2024,88.65,,boys,2024,2022
142,2 Knights 2024,88.64,,boys,2024,2022
143,UNRL 2024,88.64,,boys,2024,2022
144,3D Gulf Coast 2024,88.63,,boys,2024,2022
145,Alpha 2024 Premiere,88.6,,boys,2024,2022
146,True MTN West 2024,88.58,,boys,2024,2022
147,True National 2024 White,88.58,,boys,2024,2022
148,Looney's 2024,88.55,,boys,2024,2022
149,Grizzly 2024,88.53,,boys,2024,2022
150,Pride 2024,88.42,,boys,2024,2022
151,UNRL MN 2024,88.4,,boys,2024,2022
152,Scorpions USA 2024,88.35,,boys,2024,2022
153,Salty Dawgs 2024,88.31,,boys,2024,2022
154,Mad Dog NJ Shore 2024 Black,88.3,,boys,2024,2022
155,True North Carolina 2024,88.3,,boys,2024,2022
156,Annapolis Hawks 2024 Black,88.28,,boys,2024,2022
157,Iron Horse Houston 2024,88.27,,boys,2024,2022
158,Laxachusetts 2024 Navy,88.26,,boys,2024,2022
159,Prostart 2024 White,88.05,,boys,2024,2022
160,Albany Power 2024,88.02,,boys,2024,2022
161,Jersey Thunder 2024 Central,88.01,,boys,2024,2022
162,Mint 2024,87.97,,boys,2024,2022
163,No Excuse 2024,87.96,,boys,2024,2022
164,Team 11 2024,87.94,,boys,2024,2022
165,NCF Triad Elite 2024 Red,87.91,,boys,2024,2022
166,Brotherhood 2024,87.9,,boys,2024,2022
167,Team Money 2024,87.85,,boys,2024,2022
168,CT Valley 2024 Blue,87.8,,boys,2024,2022
169,TEAM Lacrosse 2024,87.76,,boys,2024,2022
170,CitySide 2024,87.75,,boys,2024,2022
171,Blackwolf 2024,87.73,,boys,2024,2022
172,Fusion Canada West 2024,87.71,,boys,2024,2022
173,Headstrong Lehigh Valley 2024,87.69,,boys,2024,2022
174,Black Bear 2024,87.67,,boys,2024,2022
175,HOCO 2024 Pink,87.48,,boys,2024,2022
176,Iron Horse Dallas 2024,87.47,,boys,2024,2022
177,NXT 2024 Rattler,87.26,,boys,2024,2022
178,Midwest Top Gun 2024,87.23,,boys,2024,2022
179,2Way North 2024,87.22,,boys,2024,2022
180,LI Express 2024 O'Reilly Black,87.21,,boys,2024,2022
181,Turtles 2024,87.16,,boys,2024,2022
182,Diamond National 2024,87.1,,boys,2024,2022
183,HOCO 2024,87.1,,boys,2024,2022
184,Richmond Hawks 2024 AA,87.07,,boys,2024,2022
185,Patriot Elite 2024 Navy,87.03,,boys,2024,2022
186,DelCo 2024,86.92,,boys,2024,2022
187,Piatelli Central 2024 Graham,86.92,,boys,2024,2022
188,Kings 2024 Blue,86.75,,boys,2024,2022
189,UL MAX (PA) 2024,86.68,,boys,2024,2022
190,Iron Horse Austin 2024,86.67,,boys,2024,2022
191,RI Bulldogs 2024,86.67,,boys,2024,2022
192,Team Twenty4 East 2024,86.67,,boys,2024,2022
193,Top Caliber 2024 AA,86.61,,boys,2024,2022
194,BBL Helix 2024,86.59,,boys,2024,2022
195,Bucks Select 2024,86.58,,boys,2024,2022
196,True Maryland 2024,86.55,,boys,2024,2022
197,Dominate 2024,86.52,,boys,2024,2022
198,Great Lakes 2024,86.42,,boys,2024,2022
199,Yellowhammer 2024,86.39,,boys,2024,2022
200,MN Loons 2024,86.2,,boys,2024,2022
201,FL Crabs 2024 West-Ross,86.01,,boys,2024,2022
202,NJ Riot 2024 North,86.0,,boys,2024,2022
203,ADVNC Sacramento 2024,85.96,,boys,2024,2022
204,Team 91 Tri State Varsity,85.96,,boys,2024,2022
205,Next Level 2024 Red,85.94,,boys,2024,2022
206,Sidewinders 2024,85.92,,boys,2024,2022
207,True ID 2024,85.92,,boys,2024,2022
208,Blak Widow 2024,85.86,,boys,2024,2022
209,Coyotes 2024 Blue,85.86,,boys,2024,2022
210,Koopers 2024 Blue,85.81,,boys,2024,2022
