rank,club,rating,link,gender,class,season
71,CLC 2025 Pride,90.32,,girls,2025,2022
72,Coppermine 2025 Black,90.31,,girls,2025,2022
73,HoCo 2025 Black,90.3,,girls,2025,2022
74,Snipers Elite 2025,90.1,,girls,2025,2022
75,Yellow Jackets North Mid Atlantic 2025,89.92,,girls,2025,2022
76,Team ONE Wildcat 2025,89.9,,girls,2025,2022
77,All Lax Select 2025,89.76,,girls,2025,2022
78,Monster Elite 2025 White,89.74,,girls,2025,2022
79,Lakeshore 2025,89.4,,girls,2025,2022
80,Jersey Shore Select 2025 Blue,89.31,,girls,2025,2022
81,Predators 2025,89.3,,girls,2025,2022
82,3D Maryland 2025 Baltimore,89.24,,girls,2025,2022
83,Xtreme 2025,89.24,,girls,2025,2022
84,LI Empire 2025 Green,89.19,,girls,2025,2022
85,LI Yellow Jackets 2025 Galvin,89.17,,girls,2025,2022
86,DEWLAX CT '24-'25,89.12,,girls,2025,2022
87,Lady Blue Crabs 25 Black,88.94,,girls,2025,2022
88,Charlotte Style 2025 Black,88.88,,girls,2025,2022
89,Yellow Jackets North 2025 Willams,88.82,,girls,2025,2022
90,Gold Coast 2025 GOLD,88.64,,girls,2025,2022
91,214Lax Dallas 2025,88.57,,girls,2025,2022
92,MFL 2025 Black,88.5,,girls,2025,2022
93,CheckHers 2025,88.44,,girls,2025,2022
94,Storm Select 2025,88.44,,girls,2025,2022
95,Team BC 2025,88.28,,girls,2025,2022
96,REV 2025 Black,88.12,,girls,2025,2022
97,MC Elite 2025 Midnight,87.96,,girls,2025,2022
98,UPROAR 2025 ELITE,87.94,,girls,2025,2022
99,Impact 2025,87.9,,girls,2025,2022
100,Metro 2025 Blue,87.9,,girls,2025,2022
101,Yellow Jackets North Rockland 2025,87.77,,girls,2025,2022
102,Ultimate Elite 2025,87.72,,girls,2025,2022
103,True National 2025,87.7,,girls,2025,2022
104,Integrity 2025 Green,87.67,,girls,2025,2022
105,Seattle Starz 2025,87.66,,girls,2025,2022
106,Philadelphia Freedom 2025,87.65,,girls,2025,2022
107,South Coast 2025,87.64,,girls,2025,2022
108,M&D Orlando 2025 Black,87.6,,girls,2025,2022
109,True Illinois 2025 State,87.6,,girls,2025,2022
110,Bay State Bullets 2025 Silver,87.53,,girls,2025,2022
111,NH Tomahawks 2025 Purple,87.53,,girls,2025,2022
112,Ultimate CLT 2025 Blue,87.46,,girls,2025,2022
113,FCA MD 2025 Blue,87.45,,girls,2025,2022
114,BBL Elite 2025 Select,87.44,,girls,2025,2022
115,LI Top Guns 2025 Purple,87.44,,girls,2025,2022
116,CLC 2025 Rise,87.31,,girls,2025,2022
117,Laxachusetts 2025 Yellow,87.27,,girls,2025,2022
118,BBL 2025 North,87.25,,girls,2025,2022
119,Charlotte Style 2025,87.1,,girls,2025,2022
120,DelCo 2025 Select,87.04,,girls,2025,2022
121,Reign 2025,86.95,,girls,2025,2022
122,Pride 2025 Hansen,86.68,,girls,2025,2022
123,Ultimate NJ 2025,86.65,,girls,2025,2022
124,PPLC 2025 Blue,86.61,,girls,2025,2022
125,NXT 2025 Volt,86.58,,girls,2025,2022
126,Eagle Stix 2025 Grey,86.55,,girls,2025,2022
127,Check Hers 2025 Black,86.34,,girls,2025,2022
128,Hurricanes 2025 Black,86.16,,girls,2025,2022
129,Lucky Lax 2025,86.13,,girls,2025,2022
130,3D New England 2025,86.09,,girls,2025,2022
131,Ultimate CC 2025,85.87,,girls,2025,2022
132,Atlanta Storm 2025 Orange,85.63,,girls,2025,2022
133,Renegades 25,85.6,,girls,2025,2022
134,Relentless Hustle 2025,85.56,,girls,2025,2022
135,Team 91 Long Island 2025,85.56,,girls,2025,2022
136,Minnesota Elite 2025,85.55,,girls,2025,2022
137,All American Aim 2025 Stars and Stripes,85.38,,girls,2025,2022
138,Coast VA 2025,85.24,,girls,2025,2022
139,LI Legacy 2025 White,85.08,,girls,2025,2022
140,Pride 2025 Cora,84.71,,girls,2025,2022
141,Yellow Jackets South 2025 Gold,84.71,,girls,2025,2022
142,Phantoms 2025,84.64,,girls,2025,2022
143,Common Goal 2025,84.58,,girls,2025,2022
144,Phantastix 2025 White,84.54,,girls,2025,2022
145,Team Elevate 2025 Red,84.5,,girls,2025,2022
146,MD United 2025 West,84.43,,girls,2025,2022
147,Georgia Lady Outlaws 2025 Pink,84.42,,girls,2025,2022
148,CCLAX 2025,84.41,,girls,2025,2022
149,South Jersey Select 2025 Black,84.33,,girls,2025,2022
150,Nor'easter 2025 Grit,84.18,,girls,2025,2022
151,ESLC Pirates 2025,84.13,,girls,2025,2022
152,Reign '24-'25 Rise,84.12,,girls,2025,2022
153,Nor'easter 2025 Power,84.05,,girls,2025,2022
154,Phantastix 2025 West,84.01,,girls,2025,2022
155,Mad Dog NJ North 2025 Black,83.8,,girls,2025,2022
156,Triple Threat Elite 2025 Steel,83.8,,girls,2025,2022
157,GRIT Austin 2025,83.56,,girls,2025,2022
158,Ultimate NC 2025 Blue,83.53,,girls,2025,2022
159,Monster Elite 2025 Orange,83.36,,girls,2025,2022
160,Bay Area 2025,83.18,,girls,2025,2022
161,Pride 2025 Chestnut,83.04,,girls,2025,2022
162,True Pittsburg 2025,82.9,,girls,2025,2022
163,Nor'easter 2025,82.83,,girls,2025,2022
164,Florida Shine Elite 2025,82.81,,girls,2025,2022
165,Gold Coast 2025 Black,82.7,,girls,2025,2022
166,Coast 2025 Elite,82.59,,girls,2025,2022
167,Ultimate PA 2025,82.59,,girls,2025,2022
168,Gold Coast 2025 Silver,82.56,,girls,2025,2022
169,MFL 2025 Blue,82.52,,girls,2025,2022
170,STARS 2025 Blue,82.22,,girls,2025,2022
171,Blue Devils 2025,82.05,,girls,2025,2022
172,Rebels 2025,81.92,,girls,2025,2022
173,Sidewinders 2025,81.78,,girls,2025,2022
174,Renegades 2025,81.62,,girls,2025,2022
175,DEWLAX 2025 BLUE,81.6,,girls,2025,2022
176,Dynasty Elite 2025 Victor,81.59,,girls,2025,2022
177,TLC 2025 White,81.51,,girls,2025,2022
178,DEWLAX 2025 ORANGE,81.46,,girls,2025,2022
179,Pride 2025 White,81.37,,girls,2025,2022
180,Virginia One 2025 White,81.28,,girls,2025,2022
181,Coppermine North 2025 Blue,81.24,,girls,2025,2022
182,GRIT Houston 2025,81.22,,girls,2025,2022
183,ADK 2025,81.13,,girls,2025,2022
184,REV 2025 Blue,80.89,,girls,2025,2022
185,Belles 2025,80.86,,girls,2025,2022
186,VA Metro 2025,80.8,,girls,2025,2022
187,TNLAX 2025,80.71,,girls,2025,2022
188,Lax Maniax 2025 White,80.59,,girls,2025,2022
189,DEWLAX 2025 BO,80.53,,girls,2025,2022
190,Rebels 2025 Black,80.53,,girls,2025,2022
191,Coppermine 2025 Blue,80.23,,girls,2025,2022
192,True PA Valley 2025 Black,80.19,,girls,2025,2022
193,Lotus 2025,79.6,,girls,2025,2022
194,Circle City 2025 Titanium,79.44,,girls,2025,2022
195,HOCO 2025 Pink,79.4,,girls,2025,2022
196,Xtreme Lax Factory Elite 2025,79.14,,girls,2025,2022
197,True CA Attack 2025,78.99,,girls,2025,2022
198,Mid Penn Blaze 25-26,78.6,,girls,2025,2022
199,Pride 2025 Cavalier,78.51,,girls,2025,2022
200,Empress 2025,78.47,,girls,2025,2022
201,Lady Ballers 2025,78.35,,girls,2025,2022
202,No Excuse 2025,78.34,,girls,2025,2022
203,Resolute 2025 Black,78.14,,girls,2025,2022
204,Dynamite 2025 Black,78.11,,girls,2025,2022
205,Fundamentals LC 2025,77.72,,girls,2025,2022
206,3D Virginia 2025,77.52,,girls,2025,2022
207,CLC 2025 Bold,77.33,,girls,2025,2022
208,Jersey Thunder Bolt 2025,77.15,,girls,2025,2022
209,PA Express 2025,76.69,,girls,2025,2022
210,LI Jesters 2025 Pink,76.51,,girls,2025,2022
