rank,club,rating,link,gender,class,season
1,LI Yellow Jackets 2025 Spallina,99.9,,girls,2025,2022
2,STEPS Elite NJ 2025 Navy,99.86,,girls,2025,2022
3,Hero's 2025 Green,99.6,,girls,2025,2022
4,M&D 2025 Black,99.44,,girls,2025,2022
5,Big 4 HHH 2025,99.09,,girls,2025,2022
6,Primetime 2025,98.85,,girls,2025,2022
7,Sky Walkers 2025 Blue,98.78,,girls,2025,2022
8,Mass Elite 2025 Red,98.18,,girls,2025,2022
9,Monster Elite 2025 Purple,97.5,,girls,2025,2022
10,CT Grizzlies 2025 Navy,97.19,,girls,2025,2022
11,Capital 2025 Blue,97.12,,girls,2025,2022
12,NXT 2025 Black,97.06,,girls,2025,2022
13,LI Top Guns 2025 Black,96.55,,girls,2025,2022
14,Aces Elite 2025,96.52,,girls,2025,2022
15,LI Yellow Jackets 2025 Bertolone,96.36,,girls,2025,2022
16,LI Yellow Jackets 2025 Janelli,96.15,,girls,2025,2022
17,Team Elevate 2025 Blue,95.52,,girls,2025,2022
18,LBC 2025,95.46,,girls,2025,2022
19,Florida Select 2025,95.43,,girls,2025,2022
20,Cav Lax Elite 2025,95.23,,girls,2025,2022
21,Tradition 2025,95.19,,girls,2025,2022
22,Aim 2025,95.03,,girls,2025,2022
23,Cavalier 2025,95.03,,girls,2025,2022
24,Eagle Stix 2025 Blue,94.78,,girls,2025,2022
25,BBL Elite 2025 Black,94.71,,girls,2025,2022
26,Oregon Pride 2025,94.68,,girls,2025,2022
27,Yellow Jackets 2025 Lomo,94.52,,girls,2025,2022
28,LI Legacy 2025 Blue,94.4,,girls,2025,2022
29,Denver Pride 2025,94.25,,girls,2025,2022
30,Hoco Girls 2025 Black,94.2,,girls,2025,2022
31,LI Jesters 2025 Black,94.19,,girls,2025,2022
32,3D Maryland 2025 Frederick,93.91,,girls,2025,2022
33,GRIT Dallas 2025,93.88,,girls,2025,2022
34,STEPS California 2025,93.69,,girls,2025,2022
35,Limitless Elite 2025,93.62,,girls,2025,2022
36,Salt City Snipers 2025,93.54,,girls,2025,2022
37,DEWLAX 2025 BLACK,93.48,,girls,2025,2022
38,MD United 2025 East,93.41,,girls,2025,2022
39,Team 180 2025,93.4,,girls,2025,2022
40,NEMS 2025,93.11,,girls,2025,2022
41,M&D 2025 Red,93.1,,girls,2025,2022
42,York Invaders 2025,93.0,,girls,2025,2022
43,Hero's 2025 White,92.96,,girls,2025,2022
44,Phantastix 2025 Purple,92.6,,girls,2025,2022
45,STEPS Elite NJ 2025 Carolina,92.59,,girls,2025,2022
46,Lax Maniax 2025 Black,92.52,,girls,2025,2022
47,LI Liberty 2025 Black,92.32,,girls,2025,2022
48,Triple Threat Elite 2025 Iron,92.12,,girls,2025,2022
49,Mass Elite 2025 Blue,92.1,,girls,2025,2022
50,Pride 2025 Black,92.05,,girls,2025,2022
51,Sound 2025,92.03,,girls,2025,2022
52,Philly Blast 2025 Pride,91.92,,girls,2025,2022
53,Orange Crush 2025,91.76,,girls,2025,2022
54,Mad Dog West Elite 2025,91.71,,girls,2025,2022
55,South Jersey Select 2025 Pink,91.7,,girls,2025,2022
56,Laxachusetts 2025 Black,91.64,,girls,2025,2022
57,UT Express 2025/2026,91.6,,girls,2025,2022
58,DEWLAX 2025 CT,91.57,,girls,2025,2022
59,Southern Zone 2025,91.48,,girls,2025,2022
60,Team Ontario U15,91.48,,girls,2025,2022
61,Atlanta Storm 2025 Blue,91.46,,girls,2025,2022
62,Sky Walkers 2025 White,91.26,,girls,2025,2022
63,Mass Elite 2025 White,91.17,,girls,2025,2022
64,3D Colorado 2025 AA,90.98,,girls,2025,2022
65,Yellow Jackets South 2025 Blue,90.85,,girls,2025,2022
66,CT Grizzlies 2025 Yellow,90.79,,girls,2025,2022
67,Team 91 Carolina 2025,90.66,,girls,2025,2022
68,TLC 2025 Red,90.6,,girls,2025,2022
69,Dynasty Elite 2025 Delta,90.58,,girls,2025,2022
70,Capital 2025 Orange,90.48,,girls,2025,2022
